movies,year,genre,rating,brief summary,votes,director,actor,count_actors,count_directors,rating category,voting category
 On My Block,2018,"Comedy, Drama            ",8.4,"After realizing Cuchillos's endgame, the group puts a desperate - and dangerous - plan into motion that tests the limits of their loyalty and friendship.",143,Lauren Iungerich,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
 On My Block,2018,"Comedy, Drama            ",8.7,A fraught hike into the woods and a startling discovery pushes the crew toward some difficult decisions that will change their friendship - and future.,202,Lauren Iungerich,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco",4,1,High,Average
 Dynasty,2017,Drama            ,8.0,Fallon and Liam work to keep Connor close by; Alexis recruits Adam to help with Jeff's illness.,166,Michael A,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",4,1,High,Average
 The Upshaws,2021,Comedy            ,8.3,"Regina juggles family duties with work and studying for the GMAT, but when Bennie doesn't help lighten the load she reaches a boiling point.",46,Robbie Countryman,"Mike Epps, Kim Fields, Diamond Lyons, Wanda Sykes",4,1,High,Unknown
 Johnny Test,2005,"Animation, Action, Adventure            ",6.1,The Johnny Stopping Evil Force 5 return to destroy Johnny!The Earth is under attack!,24,Larry Jacobs,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball",4,1,Moderate,Unknown
 Exatlon Challenge,2020,"Game-Show, Reality-TV, Sport            ",4.4,"In Santo Domingo, Dominican Republic, the contestants face off in a heated challenge. The losing team must drink an extremely spicy sauce.",21,Mustafa Kazan,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",4,1,Low,Unknown
 The Circle,2020,"Game-Show, Reality-TV            ",7.2,"The game begins as eight players - including a familiar face from ""Too Hot to Handle"" - move in, make profiles and (warily) mingle.",124,Tom Lowry,"Michelle Buteau, Jack Atkins, Deleesa Carrasquillo, Savannah Palacio",4,1,High,Average
 Dynasty,2017,Drama            ,7.9,Fallon's world turns upside down when she becomes the internet's new queen of mean; Dominque's new project has Culhane questioning Vanessa's true intentions.,163,Pascal Verschooris,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",4,1,High,Average
 Power Rangers Beast Morphers,2019,"Action, Adventure, Drama            ",7.9,"The Pan Global Games have arrived in Coral Harbor, but Ranger duties prevents the teens from attending any of the events.",23,Oliver Driver,Rorrie D,1,1,High,Unknown
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",8.7,"The gang, now hiding at Ember Island, watch a play about themselves and their adventures.",3246,Giancarlo Volpe,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",9.2,Sozin's Comet is only three days away. Zuko tells the others what the Fire Lord plans on the day of the comet and the gang realizes that they must stop him before then. But Aang doubts that he can do what is expected of him.,3465,Ethan Spaulding,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",9.5,Aang awakes on a mysterious island and confronts his past lives for advice on how to stop the Fire Lord without killing him. The rest of the group searches for Aang.,3845,Giancarlo Volpe,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",9.8,"Zuko battles his sister with Katara's help for the right to be named Fire Lord. Elsewhere, Aang meets Ozai just as the comet arrives.",5283,Joaquim Dos Santos,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Avatar: The Last Airbender,2005,"Animation, Action, Adventure            ",9.9,"Aang's moment of truth arrives. Can he defeat Ozai, the Phoenix King? Will he be forced to take a human life? All the characters face their greatest challenges.",8813,Joaquim Dos Santos,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",4,1,High,Popular
 Transformers: War for Cybertron,2020,"Animation, Action, Adventure            ",7.2,"Megatron urges Optimus Prime to accept a treaty, while Starscream questions Jetfire's leadership. The Autobots try to recruit Bumblebee to their side.",264,Takashi Kamei,"Jason Marnocha, Jake Foushee, Linsay Rousseau, Frank Todaro",4,1,High,Average
 Dynasty,2017,Drama            ,7.6,Cristal's big charity event approaches; Fallon searches out the perfect wedding gift for Liam.,166,Elodie Keene,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",4,1,High,Average
 Riverdale,2017,"Crime, Drama, Mystery            ",7.4,"After receiving a letter from the University of Iowa asking him to submit a story, Jughead works on a twisted tale about the gang's revenge fantasy against Principal Honey for all the ways he's ruined their senior year.",821,Mädchen Amick,K,1,1,High,Average
 Valeria,2020,"Comedy, Drama, Romance            ",7.5,Plot not Available,68,Nely Reguera,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",4,1,High,Unknown
 Valeria,2020,"Comedy, Drama, Romance            ",7.2,Plot not Available,64,Nely Reguera,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",4,1,High,Unknown
 Valeria,2020,"Comedy, Drama, Romance            ",7.8,Plot not Available,65,Inma Torrente,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",4,1,High,Unknown
 The Upshaws,2021,Comedy            ,8.0,"When Regina tries to land a job at a better organization, Bennie's friends get in his ear about her leveling up her life without him.",48,Sheldon Epps,"Mike Epps, Kim Fields, Diamond Lyons, Khali Spraggins",4,1,High,Unknown
 Sky Rojo,2021,"Action, Adventure, Crime            ",6.6,An injured Wendy contemplates seeking revenge on Christian as he desperately searches for Moisés. Coral makes a life or death decision regarding Romeo.,109,David Victori,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito",4,1,Moderate,Average
 Sky Rojo,2021,"Action, Adventure, Crime            ",7.5,"The battle for money, justice and vengeance rages on, straining all parties involved as alliances shift and the victim count rises.",78,David Victori,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito",4,1,High,Unknown
 Dynasty,2017,Drama            ,7.6,Adam and Liam rush to the aid of Blake and Anders; Fallon and Alexis face legal repercussions.,178,Jeffrey W,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",4,1,High,Average
 Dynasty,2017,Drama            ,8.0,It's time for Fallon's surprise Bachelorette Party and things go exactly as one would expect.,194,Gina Lamar,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",4,1,High,Average
 A Suitable Boy,2020,"Drama, Romance            ",6.1,"Rupa enlists a friend to find her headstrong daughter a husband. In exile, Maan starts to enjoy village life.",136,Mira Nair,"Mahira Kakkar, Vivek Gomber, Tanya Maniktala, Danesh Razvi",4,1,Moderate,Average
 A Suitable Boy,2020,"Drama, Romance            ",6.2,"Lata makes a surprising decision about her future, as pressure on Maan's family mounts after his disgrace.",121,Mira Nair,"Ishaan Khattar, Jeevan Singh Rawat, Aamir Bashir, Shubham Saraf",4,1,Moderate,Average
 Middleditch & Schwartz,2020,Comedy            ,9.1,"An audience tale of love, music festivals and parking lots sets the stage for Thomas and Ben to act out a wild wedding.",513,Ryan Polito,"Thomas Middleditch, Ben Schwartz",2,1,High,Average
 Middleditch & Schwartz,2020,Comedy            ,8.4,"Law students, aliens and the state of Maryland all play a major role as Thomas and Ben create a classroom full of bizarre characters.",375,Ryan Polito,"Thomas Middleditch, Ben Schwartz",2,1,High,Average
 Middleditch & Schwartz,2020,Comedy            ,8.9,"An audience member recounts his unusual internship interview, leading Thomas and Ben to invent a hilariously weird job-seeking scenario.",338,Ryan Polito,"Thomas Middleditch, Ben Schwartz",2,1,High,Average
 La casa de las flores,2018,"Comedy, Drama            ",7.3,Paulina comes out of jail to solve her family's problems. Diego and Julián reconcile. María José suspects that Purificación has problems. In 1979 Virginia receives unexpected news.,66,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Dario Yazbek Bernal, Juan Pablo Medina",4,1,High,Unknown
 La casa de las flores,2018,"Comedy, Drama            ",7.2,"Julián finds out more about what happened between Elena and Diego. In 1979, Virginia plans to break the news to Salo and decide on their future.",65,Yibran Asuad,"Cecilia Suárez, Aislinn Derbez, Dario Yazbek Bernal, Juan Pablo Medina",4,1,High,Unknown
 La casa de las flores,2018,"Comedy, Drama            ",8.0,"Virginia comes up with a plan for her and Ernesto. Now, La Chiva reveals the truth to Paulina. Conflict increases between Delia and Victoria.",69,Yibran Asuad,"Cecilia Suárez, Aislinn Derbez, Dario Yazbek Bernal, Juan Pablo Medina",4,1,High,Unknown
 La casa de las flores,2018,"Comedy, Drama            ",8.5,"The members of the de la Mora family each celebrate their new beginning while, in the shadows, Purificación plots her revenge.",87,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Dario Yazbek Bernal, Juan Pablo Medina",4,1,High,Unknown
 Halston,2021,"Biography, Drama            ",8.0,Halston considers a fateful business deal and meets a charismatic escort while struggling with old insecurities ahead of a historic fashion show.,471,Daniel Minahan,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu",4,1,High,Average
 Halston,2021,"Biography, Drama            ",8.1,"Creating a new perfume turns into a fraught and emotional venture for Halston, whose love life grows increasingly entangled with his expanding empire.",460,Daniel Minahan,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu",4,1,High,Average
 Halston,2021,"Biography, Drama            ",7.9,"Halston's nights of excess at Studio 54 and days fueled by cocaine take a toll as he suffers ruptured friendships, stiff competition and a sudden loss.",423,Daniel Minahan,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu",4,1,High,Average
 Halston,2021,"Biography, Drama            ",8.1,"With his career in a nosedive and his personal life a mess, Halston receives an artistic lifeline from an old friend before embarking on a last journey.",427,Daniel Minahan,"Ewan McGregor, Rebecca Dayan, David Pittu, Krysta Rodriguez",4,1,High,Average
 The Upshaws,2021,Comedy            ,7.9,"A customer entrusts his sleek ride with a secret compartment to Bennie, Duck overstays his welcome at the Upshaws', and Regina eyes a promotion.",54,Ken Whittingham,"Mike Epps, Kim Fields, Diamond Lyons, Khali Spraggins",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",7.4,Plot not Available,54,Josh Mepham,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Austin A",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",7.8,Plot not Available,50,Greg Sullivan,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Mark Hildreth",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",7.9,Plot not Available,46,Josh Mepham,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Jesse Moss",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",8.0,Plot not Available,50,Greg Sullivan,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Alex Barima",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",8.0,Plot not Available,50,Josh Mepham,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Alex Barima",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",7.9,Plot not Available,49,Greg Sullivan,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Alex Barima",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",7.9,Plot not Available,47,Josh Mepham,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Mark Hildreth",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",8.0,Plot not Available,45,Greg Sullivan,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Mark Hildreth",4,1,High,Unknown
 The Hollow,2018,"Animation, Drama, Family            ",7.9,Plot not Available,59,Josh Mepham,"Ashleigh Ball, Connor Parnall, Adrian Petriw, Mark Hildreth",4,1,High,Unknown
 Magic for Humans,2018,"Comedy, Reality-TV            ",7.9,"Home is where the heart is, but it's also usually a place where we keep our stuff. Justin explores the latter via a garage sale, a visit to a tiny home, a trip to Ikea and a revelation of how our smart homes are making us dumb.",50,Dave Paige,"Justin Willman, Teresa Baker, Kristi Labrenz Galvan, Shaina Thompson",4,1,High,Unknown
 Magic for Humans,2018,"Comedy, Reality-TV            ",7.7,"Self care is important for a happy and healthy life. Justin explores the many ways we can better ourselves in our busy lives at the spa, staying on top of chores, letting a shrink into our brains or learning to heal our own wounds.",44,Dave Paige,Justin Willman,1,1,High,Unknown
 Magic for Humans,2018,"Comedy, Reality-TV            ",8.0,"All things eventually come to an end, and Justin takes on the tough theme of ""kicking the bucket"" by visiting a thrift store full of expired items, talking with those on the other side and helping kids prepare their bucket lists.",43,Dave Paige,"Justin Willman, Jaden Joyner, Juan Pedro Semidey Andrade, Mateo Ray Garcia",4,1,High,Unknown
 The Woods,2020,"Crime, Drama, Mystery            ",6.9,"In 1994, summer camp reels from a brutal crime. Twenty-five years later, the police seek prosecutor Pawel Kopinski's help identifying a murder victim.",222,Leszek Dawid,"Grzegorz Damiecki, Agnieszka Grochowska, Hubert Milkowski, Wiktoria Filus",4,1,Moderate,Average
 Jeffrey Epstein: Filthy Rich,2020,"Documentary, Crime            ",7.4,"Survivors recount how Epstein abused, manipulated and silenced them as he ran a so-called molestation ""pyramid scheme"" out of his Palm Beach mansion.",828,Lisa Bryant,"Jeffrey Epstein, Vicky Ward, Ghislaine Maxwell, Maria Farmer",4,1,High,Average
 Jeffrey Epstein: Filthy Rich,2020,"Documentary, Crime            ",7.5,Epstein goes on the offensive as police gather mountains of evidence against him. But how did he acquire the fortune that protected him for so long?,729,Lisa Bryant,"Jeffrey Epstein, Michael Reiter, Sigrid McCawley, Marc Fisher",4,1,High,Average
 Jeffrey Epstein: Filthy Rich,2020,"Documentary, Crime            ",7.5,"Epstein brokers a plea deal that's unprecedented in its leniency, and a survivor opens up about the horrors she endured on his private island.",682,Lisa Bryant,"Jeffrey Epstein, Michael Reiter, Spencer Kuvin, Jane Musgrave",4,1,High,Average
 Jeffrey Epstein: Filthy Rich,2020,"Documentary, Crime            ",7.5,"Arrested and charged in 2019 with child sex trafficking, Epstein spends only a short time behind bars, but his accusers still get their day in court.",646,Lisa Bryant,"Jeffrey Epstein, Virginia Roberts Giuffre, Sigrid McCawley, Ghislaine Maxwell",4,1,High,Average
 Ju-on: Origins,2020,"Drama, Horror, Mystery            ",6.5,"A young actress is troubled by mysterious footsteps in her apartment. Intrigued, paranormal researcher Yasuo asks her to record the sounds.",346,Shô Miyake,"Yoshiyoshi Arakawa, Yuina Kuroshima, Ririka, Koki Osamura",4,1,Moderate,Average
